intersection_id,tollgate_id,starting_time,avg_travel_time,week,hour,minute,holidays,index,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,cross_in_number,cross_out_number,length,link_count,3_length,3_count,1_length,1_count,2_length,2_count,4_length,4_count
C,3,2016-07-19 00:00:00,113.54,2,0,0,0,144,1000.9,1005.8,219.0,3.3,27.5,81.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 00:20:00,113.54,2,0,20,0,144,1000.9,1005.8,219.0,3.3,27.5,81.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 00:40:00,113.54,2,0,40,0,144,1000.9,1005.8,219.0,3.3,27.5,81.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 01:00:00,116.37529411764706,2,1,0,0,144,1000.9,1005.8,219.0,3.3,27.5,81.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 01:20:00,119.21058823529413,2,1,20,0,144,1000.9,1005.8,219.0,3.3,27.5,81.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 01:40:00,122.04588235294119,2,1,40,0,145,1000.5,1005.3,212.0,3.8,31.7,65.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 02:00:00,124.88117647058824,2,2,0,0,145,1000.5,1005.3,212.0,3.8,31.7,65.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 02:20:00,127.7164705882353,2,2,20,0,145,1000.5,1005.3,212.0,3.8,31.7,65.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 02:40:00,130.55176470588236,2,2,40,0,145,1000.5,1005.3,212.0,3.8,31.7,65.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 03:00:00,133.38705882352943,2,3,0,0,145,1000.5,1005.3,212.0,3.8,31.7,65.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 03:20:00,136.22235294117647,2,3,20,0,145,1000.5,1005.3,212.0,3.8,31.7,65.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 03:40:00,139.05764705882353,2,3,40,0,145,1000.5,1005.3,212.0,3.8,31.7,65.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 04:00:00,141.8929411764706,2,4,0,0,145,1000.5,1005.3,212.0,3.8,31.7,65.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 04:20:00,144.72823529411767,2,4,20,0,145,1000.5,1005.3,212.0,3.8,31.7,65.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 04:40:00,147.5635294117647,2,4,40,0,146,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 05:00:00,150.39882352941177,2,5,0,0,146,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 05:20:00,153.23411764705884,2,5,20,0,146,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 05:40:00,156.06941176470588,2,5,40,0,146,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 06:00:00,158.90470588235294,2,6,0,0,146,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 06:20:00,161.74,2,6,20,0,146,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 06:40:00,223.81,2,6,40,0,146,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 07:00:00,135.92,2,7,0,0,146,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 07:20:00,236.12,2,7,20,0,146,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 07:40:00,178.425,2,7,40,0,147,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 08:00:00,120.73,2,8,0,0,147,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 08:20:00,143.37,2,8,20,0,147,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 08:40:00,142.4525,2,8,40,0,147,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 09:00:00,141.535,2,9,0,0,147,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 09:20:00,140.6175,2,9,20,0,147,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 09:40:00,139.7,2,9,40,0,147,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 10:00:00,139.7,2,10,0,0,147,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 10:20:00,114.25,2,10,20,0,147,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 10:40:00,130.0857142857143,2,10,40,0,148,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 11:00:00,145.92142857142858,2,11,0,0,148,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 11:20:00,161.75714285714287,2,11,20,0,148,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 11:40:00,177.59285714285716,2,11,40,0,148,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 12:00:00,193.42857142857144,2,12,0,0,148,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 12:20:00,209.2642857142857,2,12,20,0,148,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
C,3,2016-07-19 12:40:00,225.1,2,12,40,0,148,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,1,1206,8,865.0,5.0,197,1,0.0,0.0,144.0,2.0
