intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",70.92985534667969
A,2,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",74.90393829345703
A,2,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",73.18533325195312
A,2,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",71.65206146240234
A,2,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",69.32730865478516
A,2,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",67.9517822265625
A,2,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",66.61656951904297
A,2,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",64.27306365966797
A,2,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",65.67256164550781
A,2,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",63.871429443359375
A,2,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",60.35035705566406
A,2,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",63.22821044921875
A,2,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",70.92985534667969
A,2,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",74.90393829345703
A,2,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",73.18533325195312
A,2,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",71.65206146240234
A,2,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",69.32730865478516
A,2,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",67.9517822265625
A,2,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",66.61656951904297
A,2,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",64.27306365966797
A,2,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",65.67256164550781
A,2,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",63.871429443359375
A,2,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",60.35035705566406
A,2,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",63.22821044921875
A,2,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",70.92985534667969
A,2,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",74.90393829345703
A,2,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",73.18533325195312
A,2,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",71.65206146240234
A,2,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",69.32730865478516
A,2,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",67.9517822265625
A,2,"[2016-10-27 17:00:00,2016-10-27 17:20:00)",66.61656951904297
A,2,"[2016-10-27 17:20:00,2016-10-27 17:40:00)",64.27306365966797
A,2,"[2016-10-27 17:40:00,2016-10-27 18:00:00)",65.67256164550781
A,2,"[2016-10-27 18:00:00,2016-10-27 18:20:00)",63.871429443359375
A,2,"[2016-10-27 18:20:00,2016-10-27 18:40:00)",60.35035705566406
A,2,"[2016-10-27 18:40:00,2016-10-27 19:00:00)",63.22821044921875
A,2,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",70.92985534667969
A,2,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",74.90393829345703
A,2,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",73.18533325195312
A,2,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",71.65206146240234
A,2,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",69.32730865478516
A,2,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",67.9517822265625
A,2,"[2016-10-28 17:00:00,2016-10-28 17:20:00)",66.61656951904297
A,2,"[2016-10-28 17:20:00,2016-10-28 17:40:00)",64.27306365966797
A,2,"[2016-10-28 17:40:00,2016-10-28 18:00:00)",65.67256164550781
A,2,"[2016-10-28 18:00:00,2016-10-28 18:20:00)",63.871429443359375
A,2,"[2016-10-28 18:20:00,2016-10-28 18:40:00)",60.35035705566406
A,2,"[2016-10-28 18:40:00,2016-10-28 19:00:00)",63.22821044921875
A,2,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",70.92985534667969
A,2,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",74.90393829345703
A,2,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",73.18531799316406
A,2,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",71.65206146240234
A,2,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",69.32730865478516
A,2,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",67.9517822265625
A,2,"[2016-10-29 17:00:00,2016-10-29 17:20:00)",66.61656951904297
A,2,"[2016-10-29 17:20:00,2016-10-29 17:40:00)",64.27306365966797
