intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",70.27082824707031
A,2,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",73.50108337402344
A,2,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",72.55836486816406
A,2,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",71.32794189453125
A,2,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",69.13459014892578
A,2,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",67.51819610595703
A,2,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",65.59071350097656
A,2,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",64.72734832763672
A,2,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",65.3979721069336
A,2,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",63.521732330322266
A,2,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",59.916664123535156
A,2,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",62.57207107543945
A,2,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",70.56916809082031
A,2,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",73.81104278564453
A,2,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",72.86150360107422
A,2,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",71.63716125488281
A,2,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",69.42961120605469
A,2,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",67.79618835449219
A,2,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",65.87347412109375
A,2,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",65.00658416748047
A,2,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",65.67133331298828
A,2,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",63.7853889465332
A,2,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",60.161590576171875
A,2,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",62.843238830566406
A,2,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",70.56916809082031
A,2,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",73.81104278564453
A,2,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",72.86150360107422
